chr	start	end	strand	manual_assessment	previously_annotated	recount3_score	intropolis_score	repeat_overlap	antisense_overlap	intron_length	prediction_recount3	prediction_intropolis
7	130792039	130831928	1	Yes	no	111	0	Type_I_Transposons/LINE	yes	39890	REJECTED	REJECTED
11	96511089	96511423	-1	Yes	no	111	4	No_overlap	no	335	ACCEPTED	ACCEPTED
X	71663908	71669677	-1	Yes	no	111	0	No_overlap	yes	5770	REJECTED	REJECTED
14	69885480	69885955	-1	No	no	112	0	No_overlap	no	476	ACCEPTED	REJECTED
16	18926709	18936855	1	Yes	no	112	3	LTRs	no	10147	ACCEPTED	ACCEPTED
10	96750398	96750431	-1	No	no	112	0	No_overlap	yes	34	REJECTED	REJECTED
18	14283550	14338697	1	Yes	no	112	0	LTRs	no	55148	ACCEPTED	REJECTED
1	207823387	207823616	-1	Yes	no	112	3	No_overlap	yes	230	REJECTED	REJECTED
17	29376334	29376484	-1	Yes	no	112	5	No_overlap	no	151	ACCEPTED	ACCEPTED
1	207963964	207970987	1	Yes	no	112	5	No_overlap	no	7024	ACCEPTED	ACCEPTED
12	43335859	43337035	-1	Yes	no	112	0	Type_II_Transposons	no	1177	ACCEPTED	REJECTED
3	184651454	184658964	-1	Yes	no	112	7	No_overlap	no	7511	ACCEPTED	ACCEPTED
1	151328340	151330494	1	Yes	no	112	5	Type_I_Transposons/SINE	no	2155	REJECTED	REJECTED
18	22793133	22796557	-1	Yes	no	113	0	Type_I_Transposons/LINE,LTRs	no	3425	ACCEPTED	REJECTED
4	89627918	89630417	1	Yes	no	113	0	LTRs	no	2500	ACCEPTED	REJECTED
8	73882278	73882450	1	Yes	no	113	0	No_overlap	no	173	ACCEPTED	REJECTED
4	20207262	20248619	-1	Yes	no	113	0	No_overlap	no	41358	ACCEPTED	REJECTED
11	62965546	63025904	1	Yes	no	113	42	Type_I_Transposons/SINE,LTRs	no	60359	REJECTED	REJECTED
16	35503132	35517014	1	Yes	yes	113	0	LTRs	no	13883	ACCEPTED	REJECTED
5	61755945	61798701	1	Yes	no	113	0	No_overlap	no	42757	ACCEPTED	REJECTED
9	136613153	136615094	-1	Yes	no	113	0	Type_I_Transposons/SINE	no	1942	REJECTED	REJECTED
2	173806581	173809756	1	No	no	113	0	Type_I_Transposons/SINE	no	3176	REJECTED	REJECTED
12	92146049	92146661	1	Yes	no	113	0	No_overlap	no	613	ACCEPTED	REJECTED
1	27646326	27649153	1	Yes	no	114	0	Type_I_Transposons/SINE	no	2828	REJECTED	REJECTED
18	56042345	56088410	1	Yes	no	114	0	LTRs	no	46066	ACCEPTED	REJECTED
15	23824791	23832789	1	Yes	no	114	17	Type_I_Transposons/LINE	no	7999	ACCEPTED	ACCEPTED
2	11372708	11386136	1	Yes	no	114	3	LTRs	no	13429	ACCEPTED	ACCEPTED
5	67243577	67244437	1	Yes	no	114	21	No_overlap	no	861	ACCEPTED	ACCEPTED
5	4096424	4102538	1	Yes	no	114	0	No_overlap	no	6115	ACCEPTED	REJECTED
X	55700752	55700997	-1	Yes	no	114	5	LTRs	no	246	ACCEPTED	ACCEPTED
7	20329783	20329948	-1	Yes	no	114	0	No_overlap	no	166	ACCEPTED	REJECTED
5	41510441	41511088	1	Yes	no	114	0	No_overlap	yes	648	REJECTED	REJECTED
20	24812328	24812812	1	Yes	no	114	0	No_overlap	no	485	ACCEPTED	REJECTED
8	64576629	64582000	-1	Yes	no	115	6	No_overlap	yes	5372	REJECTED	REJECTED
12	127649463	127651111	-1	Yes	no	115	9	No_overlap	no	1649	ACCEPTED	ACCEPTED
6	167975887	167976789	-1	Yes	no	115	0	Type_II_Transposons	no	903	ACCEPTED	REJECTED
12	120965916	120978876	-1	Yes	no	115	0	No_overlap	yes	12961	REJECTED	REJECTED
16	29115480	29116150	1	Yes	no	115	3	No_overlap	no	671	ACCEPTED	ACCEPTED
12	92466948	92506080	1	Yes	no	115	11	No_overlap	no	39133	ACCEPTED	ACCEPTED
8	29558575	29560604	-1	Yes	no	115	0	Type_I_Transposons/SINE	no	2030	REJECTED	REJECTED
5	44500649	44504292	-1	Yes	no	115	0	LTRs	no	3644	ACCEPTED	REJECTED
1	91489236	91500614	-1	Yes	no	115	3	No_overlap	no	11379	ACCEPTED	ACCEPTED
13	20366431	20394410	-1	Yes	no	115	5	No_overlap	no	27980	ACCEPTED	ACCEPTED
6	137730598	137780128	-1	Yes	no	116	2	No_overlap	no	49531	ACCEPTED	ACCEPTED
4	19225339	19237117	1	Yes	no	116	170	No_overlap	no	11779	ACCEPTED	ACCEPTED
6	126873271	126919559	-1	Yes	no	116	0	Type_II_Transposons,LTRs	no	46289	ACCEPTED	REJECTED
6	160163912	160181492	1	Yes	no	116	0	No_overlap	no	17581	ACCEPTED	REJECTED
1	200385429	200415364	1	Yes	no	116	0	Type_I_Transposons/LINE	no	29936	ACCEPTED	REJECTED
5	176176307	176180815	-1	Yes	no	116	0	No_overlap	no	4509	ACCEPTED	REJECTED
8	57189213	57189996	1	Yes	no	116	3	Type_II_Transposons	no	784	ACCEPTED	ACCEPTED
X	33994592	34076465	1	Yes	no	116	12	Type_I_Transposons/SINE,LTRs	no	81874	REJECTED	REJECTED
2	23018755	23077819	-1	Yes	no	116	0	Type_I_Transposons/SINE	no	59065	REJECTED	REJECTED
Y	9911114	9911886	1	Yes	no	116	0	No_overlap	no	773	ACCEPTED	REJECTED
1	200360	201495	1	Yes	no	117	0	LTRs	no	1136	ACCEPTED	REJECTED
4	3940257	3947677	1	Yes	no	117	0	No_overlap	yes	7421	REJECTED	REJECTED
11	82975982	82977212	1	Yes	no	117	30	Type_I_Transposons/LINE	yes	1231	REJECTED	REJECTED
2	236725094	236728405	-1	Yes	no	117	6	Type_I_Transposons/SINE	no	3312	REJECTED	REJECTED
9	125432358	125436429	1	Yes	no	117	0	Type_I_Transposons/SINE	no	4072	REJECTED	REJECTED
10	133574578	133592833	1	Yes	no	117	0	Type_I_Transposons/LINE	no	18256	ACCEPTED	REJECTED
8	128307290	128334025	-1	Yes	no	117	0	Type_I_Transposons/LINE	no	26736	ACCEPTED	REJECTED
9	38734181	38738109	1	Yes	no	117	0	No_overlap	no	3929	ACCEPTED	REJECTED
7	25106196	25106597	1	Yes	no	117	0	No_overlap	no	402	ACCEPTED	REJECTED
12	10557627	10572237	1	Yes	no	117	0	LTRs	no	14611	ACCEPTED	REJECTED
2	41933525	41933859	-1	Yes	no	118	0	No_overlap	no	335	ACCEPTED	REJECTED
5	151594820	151641321	-1	Yes	no	118	6	No_overlap	no	46502	ACCEPTED	ACCEPTED
2	218271547	218272563	-1	No	no	118	3	No_overlap	yes	1017	REJECTED	REJECTED
17	82384864	82387445	1	Yes	no	118	0	No_overlap	no	2582	ACCEPTED	REJECTED
22	42516524	42517730	1	No	no	118	6	Type_I_Transposons/SINE	no	1207	REJECTED	REJECTED
12	30996	31252	1	Yes	no	118	0	No_overlap	no	257	REJECTED	REJECTED
7	91420860	91482722	-1	Yes	no	118	22	Type_I_Transposons/LINE	no	61863	ACCEPTED	ACCEPTED
X	4189414	4196651	1	Yes	no	118	15	No_overlap	no	7238	ACCEPTED	ACCEPTED
X	69129395	69129606	1	Yes	no	118	6	Type_I_Transposons/SINE	no	212	REJECTED	REJECTED
14	105905150	105905572	1	Yes	no	118	0	Tandem_repeats	yes	423	REJECTED	REJECTED
21	15154687	15189999	1	Yes	no	119	5	Type_II_Transposons,LTRs	no	35313	ACCEPTED	ACCEPTED
16	79718254	79719388	-1	Yes	no	119	0	Type_I_Transposons/SINE	no	1135	REJECTED	REJECTED
11	89777668	89777918	1	Yes	no	119	0	No_overlap	no	251	ACCEPTED	REJECTED
16	35453792	35457458	1	Yes	no	119	0	No_overlap	no	3667	ACCEPTED	REJECTED
3	167905953	167920564	1	Yes	no	119	0	No_overlap	no	14612	ACCEPTED	REJECTED
19	3976741	3977219	1	No	no	119	0	No_overlap	yes	479	REJECTED	REJECTED
10	9365198	9365717	-1	Yes	no	119	2	No_overlap	no	520	ACCEPTED	ACCEPTED
10	87203983	87222878	1	Yes	no	119	13	No_overlap	no	18896	ACCEPTED	ACCEPTED
12	54080588	54081102	-1	Yes	no	119	0	No_overlap	no	515	ACCEPTED	REJECTED
5	87662114	87728427	1	Yes	no	119	2	Type_I_Transposons/SINE,Type_II_Transposons	no	66314	REJECTED	REJECTED
7	25180609	25186947	1	Yes	no	120	0	No_overlap	no	6339	ACCEPTED	REJECTED
11	67792447	67792653	1	Yes	no	120	0	No_overlap	yes	207	REJECTED	REJECTED
19	27793651	27918687	1	Yes	no	120	13	No_overlap	no	125037	ACCEPTED	ACCEPTED
15	44782601	44784128	-1	Yes	no	120	6	Type_I_Transposons/LINE	no	1528	ACCEPTED	ACCEPTED
20	30331260	30357109	-1	Yes	no	120	0	No_overlap	no	25850	ACCEPTED	REJECTED
2	9944799	9952981	-1	Yes	no	120	0	No_overlap	yes	8183	REJECTED	REJECTED
8	9386387	9403944	-1	Yes	no	120	0	Type_I_Transposons/SINE,LTRs	yes	17558	REJECTED	REJECTED
10	63887677	63936558	1	Yes	no	120	0	LTRs	no	48882	ACCEPTED	REJECTED
10	130961580	130968159	1	Yes	no	120	0	LTRs	no	6580	ACCEPTED	REJECTED
6	26003352	26005761	1	Yes	no	120	7	LTRs	no	2410	ACCEPTED	ACCEPTED
10	75245437	75249429	1	Yes	no	121	0	Type_I_Transposons/SINE	no	3993	REJECTED	REJECTED
10	43846686	43894864	1	Yes	no	121	14	No_overlap	no	48179	ACCEPTED	ACCEPTED
6	168939738	168957739	-1	Yes	no	121	0	No_overlap	no	18002	ACCEPTED	REJECTED
10	101305288	101312767	-1	Yes	no	121	0	No_overlap	no	7480	ACCEPTED	REJECTED
1	183471016	183471872	-1	Yes	no	121	10	No_overlap	no	857	ACCEPTED	ACCEPTED
15	99564147	99565802	-1	Yes	no	121	2	No_overlap	yes	1656	REJECTED	REJECTED
2	48151136	48170797	1	Yes	no	121	0	Type_I_Transposons/SINE	no	19662	REJECTED	REJECTED
22	23377015	23383789	-1	Yes	no	121	0	No_overlap	no	6775	ACCEPTED	REJECTED
11	60628409	60631604	1	Yes	no	121	0	Type_I_Transposons/LINE	no	3196	ACCEPTED	REJECTED
10	123481544	123482770	-1	Yes	no	121	0	No_overlap	no	1227	ACCEPTED	REJECTED
6	27757533	27760539	1	Yes	no	122	0	No_overlap	no	3007	ACCEPTED	REJECTED
18	49650760	49655364	1	Yes	no	122	2	No_overlap	no	4605	ACCEPTED	ACCEPTED
17	61393748	61413155	-1	Yes	no	122	7	No_overlap	yes	19408	REJECTED	REJECTED
8	24959027	24959763	1	Yes	no	122	15	No_overlap	no	737	ACCEPTED	ACCEPTED
4	127411435	127413745	-1	Yes	no	122	3	LTRs	no	2311	ACCEPTED	ACCEPTED
8	60412621	60413264	-1	Yes	no	122	0	No_overlap	no	644	ACCEPTED	REJECTED
14	77041247	77072394	-1	Yes	no	122	13	Type_I_Transposons/SINE	yes	31148	REJECTED	REJECTED
8	134850638	134851523	1	Yes	no	122	4	Type_I_Transposons/SINE	no	886	REJECTED	REJECTED
20	18962574	18962775	-1	Yes	no	122	5	No_overlap	no	202	ACCEPTED	ACCEPTED
9	130052479	130053199	-1	Yes	no	122	11	Type_I_Transposons/SINE	no	721	REJECTED	REJECTED
15	24747957	24752403	1	Yes	no	123	5	LTRs	no	4447	ACCEPTED	ACCEPTED
11	1351912	1352032	-1	No	no	123	0	Tandem_repeats	no	121	REJECTED	REJECTED
3	58179652	58179877	1	Yes	no	123	16	Type_I_Transposons/LINE	no	226	ACCEPTED	ACCEPTED
9	66928684	66929361	-1	Yes	no	123	0	Type_I_Transposons/SINE	no	678	REJECTED	REJECTED
6	22146208	22191566	1	Yes	no	123	0	LTRs	no	45359	ACCEPTED	REJECTED
15	56495792	56515993	-1	Yes	no	123	9	Type_I_Transposons/LINE	no	20202	ACCEPTED	ACCEPTED
9	113109661	113111409	-1	Yes	no	123	0	No_overlap	no	1749	ACCEPTED	REJECTED
5	1585120	1589246	-1	Yes	no	123	5	LTRs	no	4127	ACCEPTED	ACCEPTED
4	38728471	38728662	1	Yes	no	123	0	No_overlap	no	192	ACCEPTED	REJECTED
11	16974859	16974981	1	No	no	123	0	No_overlap	yes	123	REJECTED	REJECTED
16	49439589	49452178	-1	Yes	no	124	0	Type_II_Transposons	no	12590	ACCEPTED	REJECTED
4	188574681	188575633	1	Yes	no	124	0	Type_I_Transposons/LINE,LTRs	no	953	ACCEPTED	REJECTED
22	23469488	23470314	-1	Yes	no	124	0	No_overlap	no	827	ACCEPTED	REJECTED
5	82808788	82820960	-1	Yes	no	124	5	No_overlap	no	12173	ACCEPTED	ACCEPTED
13	19182143	19185234	1	Yes	no	124	4	No_overlap	no	3092	ACCEPTED	ACCEPTED
7	67255184	67260151	-1	Yes	no	124	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	4968	REJECTED	REJECTED
7	25983944	26004291	1	Yes	no	124	3	No_overlap	no	20348	ACCEPTED	ACCEPTED
16	15299046	15300379	-1	Yes	no	124	0	LTRs	no	1334	ACCEPTED	REJECTED
1	163536812	163539774	-1	Yes	no	124	0	Type_I_Transposons/LINE	no	2963	ACCEPTED	REJECTED
5	56610707	56624909	1	Yes	no	124	0	LTRs	no	14203	ACCEPTED	REJECTED
2	88860617	89213438	-1	No	no	125	0	No_overlap	no	352822	ACCEPTED	REJECTED
5	1612073	1613221	-1	Yes	no	125	0	Type_I_Transposons/LINE	no	1149	ACCEPTED	REJECTED
8	128744702	128777154	1	Yes	no	125	0	Type_I_Transposons/LINE	no	32453	ACCEPTED	REJECTED
Y	25527787	25532654	-1	Yes	no	125	0	Type_I_Transposons/LINE	no	4868	ACCEPTED	REJECTED
4	162121912	162163627	1	Yes	no	125	11	Type_II_Transposons	yes	41716	REJECTED	REJECTED
14	105541529	105546904	-1	Yes	no	125	0	Type_I_Transposons/LINE	no	5376	ACCEPTED	REJECTED
20	50258467	50263235	1	Yes	no	125	0	Type_I_Transposons/SINE	no	4769	REJECTED	REJECTED
X	146854419	146854532	1	Yes	no	125	0	Type_I_Transposons/LINE	no	114	ACCEPTED	REJECTED
8	63648679	63649223	-1	Yes	no	125	0	No_overlap	no	545	ACCEPTED	REJECTED
7	130890972	130912685	-1	Yes	no	125	0	No_overlap	no	21714	ACCEPTED	REJECTED
8	38583085	38592490	-1	Yes	no	126	0	Type_I_Transposons/LINE	no	9406	ACCEPTED	REJECTED
1	83750300	83766601	-1	Yes	no	126	9	No_overlap	yes	16302	REJECTED	REJECTED
7	75258105	75277952	1	Yes	no	126	0	Type_I_Transposons/SINE	no	19848	REJECTED	REJECTED
8	101492179	101492328	-1	Yes	no	126	9	No_overlap	no	150	ACCEPTED	ACCEPTED
15	50905460	50908496	-1	Yes	no	126	9	Type_II_Transposons	no	3037	ACCEPTED	ACCEPTED
22	41551880	41560719	-1	Yes	no	126	0	No_overlap	no	8840	ACCEPTED	REJECTED
22	21149518	21159784	1	Yes	no	126	0	Type_I_Transposons/LINE	no	10267	ACCEPTED	REJECTED
2	88860943	89027184	-1	No	no	126	0	No_overlap	no	166242	ACCEPTED	REJECTED
10	96019019	96020858	-1	Yes	no	126	6	Type_I_Transposons/SINE	no	1840	REJECTED	REJECTED
7	112385099	112391282	-1	Yes	no	126	3	Type_I_Transposons/LINE	no	6184	ACCEPTED	ACCEPTED
Y	9954693	10023194	-1	Yes	no	127	8	No_overlap	no	68502	ACCEPTED	ACCEPTED
4	4868887	4869793	-1	Yes	no	127	0	Type_I_Transposons/SINE	no	907	REJECTED	REJECTED
22	22921436	22922598	1	No	no	127	0	No_overlap	no	1163	ACCEPTED	REJECTED
8	91546455	91559001	-1	Yes	no	127	0	Type_I_Transposons/LINE	no	12547	ACCEPTED	REJECTED
6	137855486	137867641	-1	Yes	no	127	0	Type_I_Transposons/SINE	no	12156	REJECTED	REJECTED
6	22362678	22362758	1	Yes	no	127	15	No_overlap	no	81	ACCEPTED	ACCEPTED
2	144553684	144566432	1	Yes	no	127	0	No_overlap	no	12749	ACCEPTED	REJECTED
13	62193429	62211806	-1	Yes	no	127	3	Type_I_Transposons/LINE,LTRs	no	18378	ACCEPTED	ACCEPTED
8	95175495	95181558	-1	Yes	no	127	0	No_overlap	no	6064	ACCEPTED	REJECTED
1	55991543	56125262	-1	Yes	no	127	6	No_overlap	no	133720	ACCEPTED	ACCEPTED
15	80313045	80341555	-1	Yes	no	128	3	LTRs	no	28511	ACCEPTED	ACCEPTED
2	170706978	170717341	-1	Yes	no	128	5	No_overlap	yes	10364	REJECTED	REJECTED
10	83367414	83374443	-1	Yes	no	128	6	No_overlap	no	7030	ACCEPTED	ACCEPTED
16	10586809	10619297	-1	Yes	no	128	8	Type_I_Transposons/LINE	no	32489	ACCEPTED	ACCEPTED
1	234961241	234962615	-1	Yes	no	128	0	No_overlap	no	1375	ACCEPTED	REJECTED
15	36876457	36879738	-1	Yes	no	128	5	No_overlap	no	3282	ACCEPTED	ACCEPTED
12	48790120	48797425	1	Yes	no	128	12	Type_I_Transposons/SINE	no	7306	REJECTED	REJECTED
14	100657711	100660973	1	Yes	no	128	0	No_overlap	no	3263	ACCEPTED	REJECTED
9	6646086	6669434	1	Yes	no	128	0	No_overlap	yes	23349	REJECTED	REJECTED
11	120012983	120043135	-1	Yes	no	128	4	Type_II_Transposons,LTRs	no	30153	ACCEPTED	ACCEPTED
14	99944085	99945322	-1	Yes	no	129	0	No_overlap	yes	1238	REJECTED	REJECTED
2	29783436	29789239	1	Yes	no	129	0	No_overlap	no	5804	ACCEPTED	REJECTED
17	66990372	67005518	-1	Yes	no	129	0	LTRs	no	15147	ACCEPTED	REJECTED
12	126168532	126171315	1	Yes	no	129	0	Type_I_Transposons/SINE	no	2784	REJECTED	REJECTED
4	9681022	9690257	-1	Yes	no	129	0	Type_I_Transposons/SINE	no	9236	REJECTED	REJECTED
10	129365747	129365849	-1	Yes	no	129	22	No_overlap	no	103	ACCEPTED	ACCEPTED
3	194249738	194250055	-1	Yes	no	129	3	No_overlap	yes	318	REJECTED	REJECTED
14	94619763	94638144	-1	Yes	no	129	0	Tandem_repeats	yes	18382	REJECTED	REJECTED
7	128206366	128206720	1	Yes	no	129	17	No_overlap	no	355	ACCEPTED	ACCEPTED
2	46440227	46441291	1	Yes	yes	129	9	No_overlap	no	1065	REJECTED	REJECTED
7	116664042	116724397	-1	Yes	no	130	0	Type_I_Transposons/LINE,LTRs	no	60356	ACCEPTED	REJECTED
19	32026008	32036989	1	Yes	yes	130	0	Type_I_Transposons/SINE	no	10982	REJECTED	REJECTED
1	211580226	211587345	1	Yes	no	130	6	No_overlap	no	7120	ACCEPTED	ACCEPTED
3	181953738	181971563	1	Yes	yes	130	94	No_overlap	no	17826	REJECTED	REJECTED
3	750251	822310	1	Yes	yes	130	5	Type_I_Transposons/LINE	no	72060	ACCEPTED	ACCEPTED
9	41350221	41350670	-1	Yes	no	130	0	No_overlap	no	450	ACCEPTED	REJECTED
1	217422447	217423455	1	Yes	no	130	0	Type_I_Transposons/SINE	no	1009	REJECTED	REJECTED
12	90698698	90741128	1	Yes	no	130	0	No_overlap	yes	42431	REJECTED	REJECTED
1	243978520	244010029	1	Yes	no	130	9	LTRs	no	31510	ACCEPTED	ACCEPTED
7	47608570	47610933	1	Yes	no	130	3	No_overlap	no	2364	ACCEPTED	ACCEPTED
2	88861557	89128699	-1	Yes	no	131	0	No_overlap	no	267143	ACCEPTED	REJECTED
21	41072160	41112891	-1	Yes	no	131	16	No_overlap	no	40732	ACCEPTED	ACCEPTED
12	45990177	46004200	1	Yes	no	131	0	No_overlap	yes	14024	REJECTED	REJECTED
16	51198806	51205787	-1	Yes	no	131	21	LTRs	no	6982	ACCEPTED	ACCEPTED
16	176730	177321	-1	No	no	131	0	No_overlap	yes	592	REJECTED	REJECTED
5	20935040	20937558	1	Yes	no	131	6	No_overlap	no	2519	ACCEPTED	ACCEPTED
18	22613055	22613184	-1	Yes	no	131	0	No_overlap	no	130	ACCEPTED	REJECTED
4	189002514	189024988	1	Yes	no	131	0	Type_I_Transposons/LINE	no	22475	ACCEPTED	REJECTED
11	3437350	3469301	1	Yes	no	131	0	No_overlap	yes	31952	REJECTED	REJECTED
6	152870902	152871388	1	Yes	no	131	0	No_overlap	no	487	ACCEPTED	REJECTED
3	194002173	194002308	-1	Yes	no	132	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	136	REJECTED	REJECTED
7	17260863	17281240	-1	Yes	no	132	0	Type_I_Transposons/LINE	no	20378	ACCEPTED	REJECTED
21	15410045	15444023	-1	Yes	no	132	7	No_overlap	no	33979	ACCEPTED	ACCEPTED
Y	9304656	9308244	1	Yes	no	132	0	No_overlap	no	3589	ACCEPTED	REJECTED
X	50931834	50933614	-1	Yes	no	132	4	Type_II_Transposons	no	1781	ACCEPTED	ACCEPTED
5	21459850	21461782	1	Yes	yes	132	7	No_overlap	no	1933	ACCEPTED	ACCEPTED
5	30875294	30905458	-1	Yes	no	132	3	No_overlap	no	30165	ACCEPTED	ACCEPTED
8	88825741	88873692	1	Yes	no	132	9	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	47952	REJECTED	REJECTED
1	155091576	155091830	1	Yes	no	132	6	No_overlap	no	255	ACCEPTED	ACCEPTED
20	3711886	3712450	1	Yes	no	132	0	No_overlap	no	565	ACCEPTED	REJECTED
7	25948944	25950369	-1	Yes	no	133	10	No_overlap	no	1426	ACCEPTED	ACCEPTED
20	32189769	32192097	1	Yes	no	133	7	LTRs	yes	2329	REJECTED	REJECTED
6	158999911	159067238	1	Yes	yes	133	34	No_overlap	no	67328	ACCEPTED	ACCEPTED
9	104691208	104748131	-1	Yes	no	133	17	No_overlap	no	56924	ACCEPTED	ACCEPTED
X	84714573	84730766	-1	Yes	no	133	6	LTRs	no	16194	ACCEPTED	ACCEPTED
11	46256542	46270558	-1	Yes	no	133	5	LTRs	no	14017	ACCEPTED	ACCEPTED
21	17756922	17784440	1	Yes	no	133	0	LTRs	no	27519	ACCEPTED	REJECTED
3	22476237	22481549	-1	Yes	no	133	0	No_overlap	no	5313	ACCEPTED	REJECTED
1	719647	765076	-1	Yes	no	133	0	Type_I_Transposons/SINE	no	45430	REJECTED	REJECTED
21	13979933	13981647	-1	Yes	no	133	0	Satellite_repeats	no	1715	ACCEPTED	REJECTED
20	49953560	49957024	-1	Yes	no	134	0	No_overlap	yes	3465	REJECTED	REJECTED
9	104712486	104722867	-1	Yes	no	134	0	No_overlap	yes	10382	REJECTED	REJECTED
7	34158409	34159106	1	Yes	no	134	0	No_overlap	no	698	ACCEPTED	REJECTED
6	1529156	1554725	-1	Yes	no	134	12	No_overlap	no	25570	ACCEPTED	ACCEPTED
13	74984161	74987440	1	Yes	no	134	0	Type_I_Transposons/LINE	no	3280	ACCEPTED	REJECTED
8	20079523	20114048	1	Yes	no	134	0	Type_II_Transposons	no	34526	ACCEPTED	REJECTED
3	66039358	66040051	1	Yes	no	134	0	No_overlap	no	694	ACCEPTED	REJECTED
12	54352889	54407396	1	Yes	no	134	22	Type_I_Transposons/SINE	no	54508	REJECTED	REJECTED
9	73184595	73243150	-1	Yes	no	134	34	Type_I_Transposons/LINE	no	58556	ACCEPTED	ACCEPTED
6	136291663	136292603	1	Yes	no	134	6	No_overlap	no	941	ACCEPTED	ACCEPTED
1	181223324	181236284	1	Yes	no	135	0	No_overlap	no	12961	ACCEPTED	REJECTED
6	160928094	160942371	1	Yes	no	135	0	No_overlap	no	14278	ACCEPTED	REJECTED
X	131205396	131227096	-1	Yes	no	135	13	Type_I_Transposons/SINE	no	21701	REJECTED	REJECTED
1	22142905	22155796	1	Yes	no	135	15	Type_I_Transposons/SINE	no	12892	REJECTED	REJECTED
7	9851688	9866789	-1	Yes	no	135	0	Type_I_Transposons/LINE	no	15102	ACCEPTED	REJECTED
19	31976260	31976726	-1	Yes	no	135	0	LTRs	no	467	ACCEPTED	REJECTED
3	5185079	5186423	-1	Yes	no	135	0	No_overlap	no	1345	ACCEPTED	REJECTED
X	46887768	46890292	-1	Yes	no	135	0	No_overlap	no	2525	ACCEPTED	REJECTED
1	4134592	4137068	1	Yes	no	135	0	LTRs	no	2477	ACCEPTED	REJECTED
5	88542071	88646969	-1	Yes	yes	135	27	No_overlap	no	104899	ACCEPTED	ACCEPTED
8	92502443	92628100	-1	Yes	no	136	30	No_overlap	no	125658	ACCEPTED	ACCEPTED
6	159400604	159400886	1	Yes	no	136	3	No_overlap	no	283	ACCEPTED	ACCEPTED
4	110612715	110612802	-1	Yes	no	136	0	No_overlap	no	88	ACCEPTED	REJECTED
17	10741724	10754834	-1	Yes	no	136	5	Type_I_Transposons/SINE	no	13111	REJECTED	REJECTED
8	46651214	46672301	1	Yes	no	136	0	Satellite_repeats	no	21088	ACCEPTED	REJECTED
10	22853656	22868093	1	Yes	no	136	11	Type_I_Transposons/LINE	no	14438	ACCEPTED	ACCEPTED
4	119543846	119552582	1	Yes	no	136	0	Type_I_Transposons/LINE	yes	8737	REJECTED	REJECTED
4	116701355	116705199	-1	Yes	no	136	6	LTRs	no	3845	ACCEPTED	ACCEPTED
13	20099346	20102717	1	Yes	no	136	14	LTRs	no	3372	ACCEPTED	ACCEPTED
10	8292923	8298907	1	Yes	no	136	0	LTRs	no	5985	ACCEPTED	REJECTED
6	57947178	57948921	-1	Yes	no	137	181	Tandem_repeats	no	1744	REJECTED	REJECTED
7	64037281	64037797	1	Yes	no	137	0	No_overlap	no	517	ACCEPTED	REJECTED
6	8158261	8185289	1	Yes	no	137	3	Type_I_Transposons/SINE,LTRs	no	27029	REJECTED	REJECTED
7	51666034	51666372	1	Yes	no	137	11	No_overlap	no	339	ACCEPTED	ACCEPTED
17	52773353	52819213	-1	Yes	no	137	13	No_overlap	no	45861	ACCEPTED	ACCEPTED
6	34219721	34220035	1	No	no	137	0	Type_I_Transposons/SINE	no	315	REJECTED	REJECTED
16	3129311	3129420	-1	Yes	yes	137	0	LTRs	no	110	ACCEPTED	REJECTED
8	19762154	19768659	-1	Yes	no	137	0	Type_I_Transposons/SINE	no	6506	REJECTED	REJECTED
2	73976008	73981108	-1	Yes	no	137	0	No_overlap	no	5101	ACCEPTED	REJECTED
16	33998397	34003592	-1	Yes	no	137	0	Satellite_repeats	no	5196	ACCEPTED	REJECTED
3	86653920	86717425	1	Yes	no	138	0	No_overlap	no	63506	ACCEPTED	REJECTED
8	142579360	142585781	1	Yes	no	138	12	No_overlap	no	6422	ACCEPTED	ACCEPTED
2	241355343	241356042	-1	Yes	no	138	4	Tandem_repeats	no	700	REJECTED	REJECTED
16	74194204	74196510	-1	Yes	no	138	6	Type_I_Transposons/SINE,Type_II_Transposons	no	2307	REJECTED	REJECTED
10	79766325	79794985	-1	Yes	no	138	0	Type_I_Transposons/LINE	no	28661	ACCEPTED	REJECTED
17	58544672	58583451	1	Yes	no	138	16	Type_I_Transposons/SINE	no	38780	REJECTED	REJECTED
14	50011027	50034879	-1	Yes	no	138	0	Type_I_Transposons/SINE,LTRs	no	23853	REJECTED	REJECTED
1	83616840	83665443	-1	Yes	no	138	4	Type_I_Transposons/LINE	no	48604	ACCEPTED	ACCEPTED
7	67229951	67260151	-1	Yes	no	138	9	Type_I_Transposons/SINE	no	30201	REJECTED	REJECTED
4	177385663	177386275	-1	Yes	no	138	0	Type_II_Transposons	no	613	ACCEPTED	REJECTED
13	91348471	91349697	1	Yes	no	139	7	No_overlap	no	1227	ACCEPTED	ACCEPTED
4	41873202	41883170	-1	Yes	no	139	7	No_overlap	no	9969	ACCEPTED	ACCEPTED
8	48696359	48696557	1	Yes	no	139	0	No_overlap	no	199	ACCEPTED	REJECTED
